,Country of Origin,Notified by,number of links,x_x,y_x,x_y,y_y
0,Afghanistan,Denmark,1,66.0047336558,33.8352307278,10.0280099191,55.9812529593
1,Afghanistan,Finland,1,66.0047336558,33.8352307278,26.2746656042,64.4988460349
2,Afghanistan,Sweden,2,66.0047336558,33.8352307278,16.7455804869,62.7796651931
3,Afghanistan,United Kingdom,2,66.0047336558,33.8352307278,-2.86563164084,54.1238715577
4,Albania,Croatia,4,20.0498339611,41.1424498947,16.404128994,45.0804763057
5,Albania,Germany,4,20.0498339611,41.1424498947,10.385780508,51.1069818075
6,Albania,Greece,7,20.0498339611,41.1424498947,22.9555579369,39.0746962307
7,Albania,Italy,3,20.0498339611,41.1424498947,12.0700133907,42.796626414
8,Albania,Lithuania,1,20.0498339611,41.1424498947,23.8871935548,55.3261098445
9,Albania,Slovenia,1,20.0498339611,41.1424498947,14.8044423776,46.1155477207
10,Algeria,France,15,2.6173230092,28.1589384945,-2.76172944519,42.1734401107
11,Algeria,Italy,2,2.6173230092,28.1589384945,12.0700133907,42.796626414
12,Algeria,United Kingdom,1,2.6173230092,28.1589384945,-2.86563164084,54.1238715577
13,Andorra,Spain,1,1.56054377918,42.5422910219,-3.64755047323,40.2444869811
14,Angola,Spain,1,17.5373676815,-12.2933605438,-3.64755047323,40.2444869811
15,Argentina,Belgium,4,-65.179806925,-35.3813487953,4.64065113918,50.6398157556
16,Argentina,Bulgaria,1,-65.179806925,-35.3813487953,25.2155290863,42.7689031797
17,Argentina,Croatia,4,-65.179806925,-35.3813487953,16.404128994,45.0804763057
18,Argentina,Cyprus,3,-65.179806925,-35.3813487953,33.0060021957,34.916672112
19,Argentina,Czech Rep.,1,-65.179806925,-35.3813487953,15.3124016281,49.7334123295
20,Argentina,France,3,-65.179806925,-35.3813487953,-2.76172944519,42.1734401107
21,Argentina,Germany,14,-65.179806925,-35.3813487953,10.385780508,51.1069818075
22,Argentina,Greece,7,-65.179806925,-35.3813487953,22.9555579369,39.0746962307
23,Argentina,Hungary,1,-65.179806925,-35.3813487953,19.3955911607,47.1627750614
24,Argentina,Italy,15,-65.179806925,-35.3813487953,12.0700133907,42.796626414
25,Argentina,Japan,1,-65.179806925,-35.3813487953,138.030895577,37.592301353
26,Argentina,Netherlands,44,-65.179806925,-35.3813487953,5.28144793007,52.1007899002
27,Argentina,Norway,6,-65.179806925,-35.3813487953,15.3483465622,68.7501557205
28,Argentina,Poland,1,-65.179806925,-35.3813487953,19.3901283493,52.1275956442
29,Argentina,Spain,11,-65.179806925,-35.3813487953,-3.64755047323,40.2444869811
30,Argentina,United Kingdom,8,-65.179806925,-35.3813487953,-2.86563164084,54.1238715577
31,Australia,Cyprus,1,134.491000082,-25.7328870417,33.0060021957,34.916672112
32,Australia,Germany,2,134.491000082,-25.7328870417,10.385780508,51.1069818075
33,Australia,Greece,1,134.491000082,-25.7328870417,22.9555579369,39.0746962307
34,Australia,Hungary,1,134.491000082,-25.7328870417,19.3955911607,47.1627750614
35,Australia,Japan,44,134.491000082,-25.7328870417,138.030895577,37.592301353
36,Australia,Netherlands,6,134.491000082,-25.7328870417,5.28144793007,52.1007899002
37,Australia,Norway,4,134.491000082,-25.7328870417,15.3483465622,68.7501557205
38,Australia,Spain,1,134.491000082,-25.7328870417,-3.64755047323,40.2444869811
39,Australia,Sweden,1,134.491000082,-25.7328870417,16.7455804869,62.7796651931
40,Australia,Switzerland,1,134.491000082,-25.7328870417,8.20867470615,46.7978587836
41,Australia,United Kingdom,11,134.491000082,-25.7328870417,-2.86563164084,54.1238715577
42,Austria,Belgium,1,14.1264760996,47.585494392,4.64065113918,50.6398157556
43,Austria,Croatia,2,14.1264760996,47.585494392,16.404128994,45.0804763057
44,Austria,Czech Rep.,1,14.1264760996,47.585494392,15.3124016281,49.7334123295
45,Austria,Denmark,1,14.1264760996,47.585494392,10.0280099191,55.9812529593
46,Austria,France,1,14.1264760996,47.585494392,-2.76172944519,42.1734401107
47,Austria,Germany,35,14.1264760996,47.585494392,10.385780508,51.1069818075
48,Austria,Ireland,1,14.1264760996,47.585494392,-8.13793568667,53.175448704
49,Austria,Italy,4,14.1264760996,47.585494392,12.0700133907,42.796626414
50,Austria,Japan,2,14.1264760996,47.585494392,138.030895577,37.592301353
51,Austria,Lithuania,1,14.1264760996,47.585494392,23.8871935548,55.3261098445
52,Austria,Netherlands,5,14.1264760996,47.585494392,5.28144793007,52.1007899002
53,Austria,Slovakia,1,14.1264760996,47.585494392,19.4790521811,48.7054752813
54,Austria,Slovenia,2,14.1264760996,47.585494392,14.8044423776,46.1155477207
55,Austria,Spain,2,14.1264760996,47.585494392,-3.64755047323,40.2444869811
56,Austria,Sweden,2,14.1264760996,47.585494392,16.7455804869,62.7796651931
57,Austria,Switzerland,2,14.1264760996,47.585494392,8.20867470615,46.7978587836
58,Austria,United Kingdom,1,14.1264760996,47.585494392,-2.86563164084,54.1238715577
59,Azerbaijan,France,2,47.5459987892,40.2882723471,-2.76172944519,42.1734401107
60,Azerbaijan,Italy,1,47.5459987892,40.2882723471,12.0700133907,42.796626414
61,Azerbaijan,Poland,1,47.5459987892,40.2882723471,19.3901283493,52.1275956442
62,Bangladesh,Belgium,1,90.2381274323,23.86731158,4.64065113918,50.6398157556
63,Bangladesh,Cyprus,1,90.2381274323,23.86731158,33.0060021957,34.916672112
64,Bangladesh,Finland,9,90.2381274323,23.86731158,26.2746656042,64.4988460349
65,Bangladesh,France,1,90.2381274323,23.86731158,-2.76172944519,42.1734401107
66,Bangladesh,Germany,2,90.2381274323,23.86731158,10.385780508,51.1069818075
67,Bangladesh,Greece,1,90.2381274323,23.86731158,22.9555579369,39.0746962307
68,Bangladesh,Italy,6,90.2381274323,23.86731158,12.0700133907,42.796626414
69,Bangladesh,Japan,5,90.2381274323,23.86731158,138.030895577,37.592301353
70,Bangladesh,Netherlands,2,90.2381274323,23.86731158,5.28144793007,52.1007899002
71,Bangladesh,Poland,1,90.2381274323,23.86731158,19.3901283493,52.1275956442
72,Bangladesh,Portugal,1,90.2381274323,23.86731158,-8.50104361268,39.5955067145
73,Bangladesh,Spain,1,90.2381274323,23.86731158,-3.64755047323,40.2444869811
74,Bangladesh,United Kingdom,6,90.2381274323,23.86731158,-2.86563164084,54.1238715577
75,Bangladesh,United States,1,90.2381274323,23.86731158,-112.4616737,45.6795472026
76,Barbados,United Kingdom,1,-59.5597970021,13.1814542822,-2.86563164084,54.1238715577
77,Belarus,France,1,28.0320930703,53.5313137685,-2.76172944519,42.1734401107
78,Belarus,Germany,2,28.0320930703,53.5313137685,10.385780508,51.1069818075
79,Belarus,Latvia,2,28.0320930703,53.5313137685,24.9123598332,56.8508516268
80,Belarus,Lithuania,2,28.0320930703,53.5313137685,23.8871935548,55.3261098445
81,Belarus,Poland,2,28.0320930703,53.5313137685,19.3901283493,52.1275956442
82,Belgium,Australia,1,4.64065113918,50.6398157556,134.491000082,-25.7328870417
83,Belgium,Austria,5,4.64065113918,50.6398157556,14.1264760996,47.585494392
84,Belgium,Bulgaria,1,4.64065113918,50.6398157556,25.2155290863,42.7689031797
85,Belgium,Commission Services,1,4.64065113918,50.6398157556,,
86,Belgium,Czech Rep.,1,4.64065113918,50.6398157556,15.3124016281,49.7334123295
87,Belgium,Denmark,10,4.64065113918,50.6398157556,10.0280099191,55.9812529593
88,Belgium,Finland,5,4.64065113918,50.6398157556,26.2746656042,64.4988460349
89,Belgium,France,21,4.64065113918,50.6398157556,-2.76172944519,42.1734401107
90,Belgium,Germany,18,4.64065113918,50.6398157556,10.385780508,51.1069818075
91,Belgium,Greece,1,4.64065113918,50.6398157556,22.9555579369,39.0746962307
92,Belgium,Hungary,1,4.64065113918,50.6398157556,19.3955911607,47.1627750614
93,Belgium,Ireland,2,4.64065113918,50.6398157556,-8.13793568667,53.175448704
94,Belgium,Italy,5,4.64065113918,50.6398157556,12.0700133907,42.796626414
95,Belgium,Japan,20,4.64065113918,50.6398157556,138.030895577,37.592301353
96,Belgium,Latvia,1,4.64065113918,50.6398157556,24.9123598332,56.8508516268
97,Belgium,Luxembourg,15,4.64065113918,50.6398157556,6.07182201066,49.7672536068
98,Belgium,Netherlands,46,4.64065113918,50.6398157556,5.28144793007,52.1007899002
99,Belgium,Poland,2,4.64065113918,50.6398157556,19.3901283493,52.1275956442
100,Belgium,Spain,4,4.64065113918,50.6398157556,-3.64755047323,40.2444869811
101,Belgium,Sweden,5,4.64065113918,50.6398157556,16.7455804869,62.7796651931
102,Belgium,Switzerland,1,4.64065113918,50.6398157556,8.20867470615,46.7978587836
103,Belgium,United Kingdom,3,4.64065113918,50.6398157556,-2.86563164084,54.1238715577
104,Belize,United Kingdom,2,-88.7101048564,17.2002750902,-2.86563164084,54.1238715577
105,Benin,Belgium,4,2.32785254449,9.64175970225,4.64065113918,50.6398157556
106,Benin,France,1,2.32785254449,9.64175970225,-2.76172944519,42.1734401107
107,Benin,Spain,3,2.32785254449,9.64175970225,-3.64755047323,40.2444869811
108,Bolivia,Germany,2,-64.6853864515,-16.7081478725,10.385780508,51.1069818075
109,Bolivia,Netherlands,3,-64.6853864515,-16.7081478725,5.28144793007,52.1007899002
110,Bolivia,Romania,1,-64.6853864515,-16.7081478725,24.9729303933,45.8524312742
111,Bosnia and Herz.,Croatia,8,17.7687673323,44.1745012472,16.404128994,45.0804763057
112,Bosnia and Herz.,Denmark,1,17.7687673323,44.1745012472,10.0280099191,55.9812529593
113,Bosnia and Herz.,Germany,3,17.7687673323,44.1745012472,10.385780508,51.1069818075
114,Bosnia and Herz.,Slovenia,1,17.7687673323,44.1745012472,14.8044423776,46.1155477207
115,Brazil,Austria,3,-53.0978311267,-10.7877770246,14.1264760996,47.585494392
116,Brazil,Belgium,17,-53.0978311267,-10.7877770246,4.64065113918,50.6398157556
117,Brazil,Bulgaria,3,-53.0978311267,-10.7877770246,25.2155290863,42.7689031797
118,Brazil,Commission Services,1,-53.0978311267,-10.7877770246,,
119,Brazil,Croatia,6,-53.0978311267,-10.7877770246,16.404128994,45.0804763057
120,Brazil,Czech Rep.,6,-53.0978311267,-10.7877770246,15.3124016281,49.7334123295
121,Brazil,Denmark,1,-53.0978311267,-10.7877770246,10.0280099191,55.9812529593
122,Brazil,Finland,2,-53.0978311267,-10.7877770246,26.2746656042,64.4988460349
123,Brazil,France,7,-53.0978311267,-10.7877770246,-2.76172944519,42.1734401107
124,Brazil,Germany,132,-53.0978311267,-10.7877770246,10.385780508,51.1069818075
125,Brazil,Greece,3,-53.0978311267,-10.7877770246,22.9555579369,39.0746962307
126,Brazil,Hungary,2,-53.0978311267,-10.7877770246,19.3955911607,47.1627750614
127,Brazil,Ireland,6,-53.0978311267,-10.7877770246,-8.13793568667,53.175448704
128,Brazil,Italy,38,-53.0978311267,-10.7877770246,12.0700133907,42.796626414
129,Brazil,Japan,24,-53.0978311267,-10.7877770246,138.030895577,37.592301353
130,Brazil,Lithuania,1,-53.0978311267,-10.7877770246,23.8871935548,55.3261098445
131,Brazil,Malta,1,-53.0978311267,-10.7877770246,14.4052331643,35.9214963221
132,Brazil,Netherlands,246,-53.0978311267,-10.7877770246,5.28144793007,52.1007899002
133,Brazil,Norway,2,-53.0978311267,-10.7877770246,15.3483465622,68.7501557205
134,Brazil,Poland,2,-53.0978311267,-10.7877770246,19.3901283493,52.1275956442
135,Brazil,Portugal,7,-53.0978311267,-10.7877770246,-8.50104361268,39.5955067145
136,Brazil,Romania,7,-53.0978311267,-10.7877770246,24.9729303933,45.8524312742
137,Brazil,Slovakia,6,-53.0978311267,-10.7877770246,19.4790521811,48.7054752813
138,Brazil,Slovenia,3,-53.0978311267,-10.7877770246,14.8044423776,46.1155477207
139,Brazil,Spain,42,-53.0978311267,-10.7877770246,-3.64755047323,40.2444869811
140,Brazil,Sweden,2,-53.0978311267,-10.7877770246,16.7455804869,62.7796651931
141,Brazil,Switzerland,1,-53.0978311267,-10.7877770246,8.20867470615,46.7978587836
142,Brazil,United Kingdom,95,-53.0978311267,-10.7877770246,-2.86563164084,54.1238715577
143,Brazil,United States,3,-53.0978311267,-10.7877770246,-112.4616737,45.6795472026
144,Brunei,Japan,1,114.722030354,4.51968957503,138.030895577,37.592301353
145,Bulgaria,Croatia,2,25.2155290863,42.7689031797,16.404128994,45.0804763057
146,Bulgaria,Cyprus,2,25.2155290863,42.7689031797,33.0060021957,34.916672112
147,Bulgaria,Czech Rep.,1,25.2155290863,42.7689031797,15.3124016281,49.7334123295
148,Bulgaria,Denmark,3,25.2155290863,42.7689031797,10.0280099191,55.9812529593
149,Bulgaria,France,5,25.2155290863,42.7689031797,-2.76172944519,42.1734401107
150,Bulgaria,Germany,8,25.2155290863,42.7689031797,10.385780508,51.1069818075
151,Bulgaria,Greece,1,25.2155290863,42.7689031797,22.9555579369,39.0746962307
152,Bulgaria,Hungary,2,25.2155290863,42.7689031797,19.3955911607,47.1627750614
153,Bulgaria,Italy,1,25.2155290863,42.7689031797,12.0700133907,42.796626414
154,Bulgaria,Lithuania,2,25.2155290863,42.7689031797,23.8871935548,55.3261098445
155,Bulgaria,Netherlands,1,25.2155290863,42.7689031797,5.28144793007,52.1007899002
156,Bulgaria,Slovakia,1,25.2155290863,42.7689031797,19.4790521811,48.7054752813
157,Bulgaria,Spain,1,25.2155290863,42.7689031797,-3.64755047323,40.2444869811
158,Bulgaria,Sweden,2,25.2155290863,42.7689031797,16.7455804869,62.7796651931
159,Bulgaria,United Kingdom,5,25.2155290863,42.7689031797,-2.86563164084,54.1238715577
160,Burkina Faso,Greece,2,-1.75456600914,12.2695384574,22.9555579369,39.0746962307
161,Burkina Faso,Japan,8,-1.75456600914,12.2695384574,138.030895577,37.592301353
162,Burkina Faso,Luxembourg,1,-1.75456600914,12.2695384574,6.07182201066,49.7672536068
163,Burkina Faso,Poland,3,-1.75456600914,12.2695384574,19.3901283493,52.1275956442
164,Cambodia,Austria,1,104.906943249,12.7200478567,14.1264760996,47.585494392
165,Cambodia,Belgium,1,104.906943249,12.7200478567,4.64065113918,50.6398157556
166,Cambodia,Czech Rep.,1,104.906943249,12.7200478567,15.3124016281,49.7334123295
167,Cambodia,Germany,1,104.906943249,12.7200478567,10.385780508,51.1069818075
168,Cambodia,Japan,2,104.906943249,12.7200478567,138.030895577,37.592301353
169,Cambodia,Norway,3,104.906943249,12.7200478567,15.3483465622,68.7501557205
170,Cambodia,Portugal,1,104.906943249,12.7200478567,-8.50104361268,39.5955067145
171,Cameroon,Belgium,4,12.7396415575,5.69109848986,4.64065113918,50.6398157556
172,Cameroon,Italy,1,12.7396415575,5.69109848986,12.0700133907,42.796626414
173,Cameroon,United Kingdom,2,12.7396415575,5.69109848986,-2.86563164084,54.1238715577
174,Canada,Austria,1,-98.3077702819,61.3620632437,14.1264760996,47.585494392
175,Canada,Belgium,5,-98.3077702819,61.3620632437,4.64065113918,50.6398157556
176,Canada,Croatia,1,-98.3077702819,61.3620632437,16.404128994,45.0804763057
177,Canada,Cyprus,1,-98.3077702819,61.3620632437,33.0060021957,34.916672112
178,Canada,Czech Rep.,2,-98.3077702819,61.3620632437,15.3124016281,49.7334123295
179,Canada,France,3,-98.3077702819,61.3620632437,-2.76172944519,42.1734401107
180,Canada,Germany,2,-98.3077702819,61.3620632437,10.385780508,51.1069818075
181,Canada,Greece,1,-98.3077702819,61.3620632437,22.9555579369,39.0746962307
182,Canada,Ireland,2,-98.3077702819,61.3620632437,-8.13793568667,53.175448704
183,Canada,Italy,3,-98.3077702819,61.3620632437,12.0700133907,42.796626414
184,Canada,Japan,35,-98.3077702819,61.3620632437,138.030895577,37.592301353
185,Canada,Lithuania,3,-98.3077702819,61.3620632437,23.8871935548,55.3261098445
186,Canada,Netherlands,4,-98.3077702819,61.3620632437,5.28144793007,52.1007899002
187,Canada,Norway,1,-98.3077702819,61.3620632437,15.3483465622,68.7501557205
188,Canada,Poland,1,-98.3077702819,61.3620632437,19.3901283493,52.1275956442
189,Canada,Slovakia,1,-98.3077702819,61.3620632437,19.4790521811,48.7054752813
190,Canada,Sweden,2,-98.3077702819,61.3620632437,16.7455804869,62.7796651931
191,Canada,United Kingdom,8,-98.3077702819,61.3620632437,-2.86563164084,54.1238715577
192,Canada,United States,164,-98.3077702819,61.3620632437,-112.4616737,45.6795472026
193,Cape Verde,France,1,-23.9598882026,15.9552332421,-2.76172944519,42.1734401107
194,Cape Verde,Portugal,5,-23.9598882026,15.9552332421,-8.50104361268,39.5955067145
195,Chad,Greece,1,18.6449251291,15.333337585,22.9555579369,39.0746962307
196,Chile,Austria,1,-71.3825621318,-37.730709893,14.1264760996,47.585494392
197,Chile,Belgium,3,-71.3825621318,-37.730709893,4.64065113918,50.6398157556
198,Chile,Bulgaria,1,-71.3825621318,-37.730709893,25.2155290863,42.7689031797
199,Chile,Canada,28,-71.3825621318,-37.730709893,-98.3077702819,61.3620632437
200,Chile,Croatia,1,-71.3825621318,-37.730709893,16.404128994,45.0804763057
201,Chile,Cyprus,1,-71.3825621318,-37.730709893,33.0060021957,34.916672112
202,Chile,Estonia,1,-71.3825621318,-37.730709893,25.5424853656,58.6719297173
203,Chile,France,4,-71.3825621318,-37.730709893,-2.76172944519,42.1734401107
204,Chile,Germany,16,-71.3825621318,-37.730709893,10.385780508,51.1069818075
205,Chile,Italy,18,-71.3825621318,-37.730709893,12.0700133907,42.796626414
206,Chile,Japan,15,-71.3825621318,-37.730709893,138.030895577,37.592301353
207,Chile,Malta,1,-71.3825621318,-37.730709893,14.4052331643,35.9214963221
208,Chile,Netherlands,5,-71.3825621318,-37.730709893,5.28144793007,52.1007899002
209,Chile,Norway,1,-71.3825621318,-37.730709893,15.3483465622,68.7501557205
210,Chile,Slovakia,2,-71.3825621318,-37.730709893,19.4790521811,48.7054752813
211,Chile,Spain,11,-71.3825621318,-37.730709893,-3.64755047323,40.2444869811
212,Chile,Sweden,1,-71.3825621318,-37.730709893,16.7455804869,62.7796651931
213,Chile,United Kingdom,11,-71.3825621318,-37.730709893,-2.86563164084,54.1238715577
214,Chile,United States,1,-71.3825621318,-37.730709893,-112.4616737,45.6795472026
215,China,Australia,4,103.81907349,36.5617654559,134.491000082,-25.7328870417
216,China,Austria,22,103.81907349,36.5617654559,14.1264760996,47.585494392
217,China,Belgium,32,103.81907349,36.5617654559,4.64065113918,50.6398157556
218,China,Bulgaria,3,103.81907349,36.5617654559,25.2155290863,42.7689031797
219,China,Canada,46,103.81907349,36.5617654559,-98.3077702819,61.3620632437
220,China,Croatia,11,103.81907349,36.5617654559,16.404128994,45.0804763057
221,China,Cyprus,14,103.81907349,36.5617654559,33.0060021957,34.916672112
222,China,Czech Rep.,45,103.81907349,36.5617654559,15.3124016281,49.7334123295
223,China,Denmark,18,103.81907349,36.5617654559,10.0280099191,55.9812529593
224,China,Estonia,6,103.81907349,36.5617654559,25.5424853656,58.6719297173
225,China,Finland,32,103.81907349,36.5617654559,26.2746656042,64.4988460349
226,China,France,30,103.81907349,36.5617654559,-2.76172944519,42.1734401107
227,China,Germany,92,103.81907349,36.5617654559,10.385780508,51.1069818075
228,China,Greece,12,103.81907349,36.5617654559,22.9555579369,39.0746962307
229,China,Hong Kong,2,103.81907349,36.5617654559,114.113804542,22.3982773723
230,China,Hungary,22,103.81907349,36.5617654559,19.3955911607,47.1627750614
231,China,Iceland,1,103.81907349,36.5617654559,-18.5739616708,64.9957538607
232,China,Ireland,15,103.81907349,36.5617654559,-8.13793568667,53.175448704
233,China,Italy,132,103.81907349,36.5617654559,12.0700133907,42.796626414
234,China,Japan,362,103.81907349,36.5617654559,138.030895577,37.592301353
235,China,Latvia,2,103.81907349,36.5617654559,24.9123598332,56.8508516268
236,China,Lithuania,18,103.81907349,36.5617654559,23.8871935548,55.3261098445
237,China,Luxembourg,7,103.81907349,36.5617654559,6.07182201066,49.7672536068
238,China,Malta,7,103.81907349,36.5617654559,14.4052331643,35.9214963221
239,China,Netherlands,59,103.81907349,36.5617654559,5.28144793007,52.1007899002
240,China,New Zealand,1,103.81907349,36.5617654559,171.484923466,-41.811135569
241,China,Norway,19,103.81907349,36.5617654559,15.3483465622,68.7501557205
242,China,Poland,52,103.81907349,36.5617654559,19.3901283493,52.1275956442
243,China,Portugal,26,103.81907349,36.5617654559,-8.50104361268,39.5955067145
244,China,Romania,2,103.81907349,36.5617654559,24.9729303933,45.8524312742
245,China,Slovakia,9,103.81907349,36.5617654559,19.4790521811,48.7054752813
246,China,Slovenia,29,103.81907349,36.5617654559,14.8044423776,46.1155477207
247,China,Spain,111,103.81907349,36.5617654559,-3.64755047323,40.2444869811
248,China,Sweden,28,103.81907349,36.5617654559,16.7455804869,62.7796651931
249,China,Switzerland,9,103.81907349,36.5617654559,8.20867470615,46.7978587836
250,China,United Kingdom,113,103.81907349,36.5617654559,-2.86563164084,54.1238715577
251,China,United States,1,103.81907349,36.5617654559,-112.4616737,45.6795472026
252,Colombia,Czech Rep.,1,-73.0811458241,3.91383430725,15.3124016281,49.7334123295
253,Colombia,Denmark,1,-73.0811458241,3.91383430725,10.0280099191,55.9812529593
254,Colombia,France,1,-73.0811458241,3.91383430725,-2.76172944519,42.1734401107
255,Colombia,Japan,14,-73.0811458241,3.91383430725,138.030895577,37.592301353
256,Colombia,Portugal,2,-73.0811458241,3.91383430725,-8.50104361268,39.5955067145
257,Colombia,Spain,5,-73.0811458241,3.91383430725,-3.64755047323,40.2444869811
258,Colombia,Switzerland,1,-73.0811458241,3.91383430725,8.20867470615,46.7978587836
259,Colombia,United Kingdom,1,-73.0811458241,3.91383430725,-2.86563164084,54.1238715577
260,Costa Rica,Belgium,2,-84.1920876775,9.9763446384,4.64065113918,50.6398157556
261,Costa Rica,Denmark,1,-84.1920876775,9.9763446384,10.0280099191,55.9812529593
262,Costa Rica,Italy,1,-84.1920876775,9.9763446384,12.0700133907,42.796626414
263,Costa Rica,Japan,1,-84.1920876775,9.9763446384,138.030895577,37.592301353
264,Costa Rica,Netherlands,1,-84.1920876775,9.9763446384,5.28144793007,52.1007899002
265,Croatia,Austria,1,16.404128994,45.0804763057,14.1264760996,47.585494392
266,Croatia,Belgium,1,16.404128994,45.0804763057,4.64065113918,50.6398157556
267,Croatia,Czech Rep.,1,16.404128994,45.0804763057,15.3124016281,49.7334123295
268,Croatia,France,1,16.404128994,45.0804763057,-2.76172944519,42.1734401107
269,Croatia,Germany,3,16.404128994,45.0804763057,10.385780508,51.1069818075
270,Croatia,Hungary,3,16.404128994,45.0804763057,19.3955911607,47.1627750614
271,Croatia,Italy,6,16.404128994,45.0804763057,12.0700133907,42.796626414
272,Croatia,Poland,1,16.404128994,45.0804763057,19.3901283493,52.1275956442
273,Croatia,Slovenia,5,16.404128994,45.0804763057,14.8044423776,46.1155477207
274,Cuba,Spain,1,-79.0160538445,21.6228952793,-3.64755047323,40.2444869811
275,Cuba,United States,1,-79.0160538445,21.6228952793,-112.4616737,45.6795472026
276,Cyprus,Germany,1,33.0060021957,34.916672112,10.385780508,51.1069818075
277,Cyprus,Greece,2,33.0060021957,34.916672112,22.9555579369,39.0746962307
278,Cyprus,Malta,1,33.0060021957,34.916672112,14.4052331643,35.9214963221
279,Cyprus,United Kingdom,2,33.0060021957,34.916672112,-2.86563164084,54.1238715577
280,Czech Rep.,Austria,2,15.3124016281,49.7334123295,14.1264760996,47.585494392
281,Czech Rep.,Denmark,3,15.3124016281,49.7334123295,10.0280099191,55.9812529593
282,Czech Rep.,Estonia,1,15.3124016281,49.7334123295,25.5424853656,58.6719297173
283,Czech Rep.,Finland,2,15.3124016281,49.7334123295,26.2746656042,64.4988460349
284,Czech Rep.,France,1,15.3124016281,49.7334123295,-2.76172944519,42.1734401107
285,Czech Rep.,Germany,21,15.3124016281,49.7334123295,10.385780508,51.1069818075
286,Czech Rep.,Hungary,4,15.3124016281,49.7334123295,19.3955911607,47.1627750614
287,Czech Rep.,Ireland,1,15.3124016281,49.7334123295,-8.13793568667,53.175448704
288,Czech Rep.,Italy,2,15.3124016281,49.7334123295,12.0700133907,42.796626414
289,Czech Rep.,Lithuania,3,15.3124016281,49.7334123295,23.8871935548,55.3261098445
290,Czech Rep.,Poland,13,15.3124016281,49.7334123295,19.3901283493,52.1275956442
291,Czech Rep.,Slovakia,25,15.3124016281,49.7334123295,19.4790521811,48.7054752813
292,Czech Rep.,Slovenia,1,15.3124016281,49.7334123295,14.8044423776,46.1155477207
293,Czech Rep.,Spain,3,15.3124016281,49.7334123295,-3.64755047323,40.2444869811
294,Czech Rep.,Sweden,2,15.3124016281,49.7334123295,16.7455804869,62.7796651931
295,Czech Rep.,United Kingdom,2,15.3124016281,49.7334123295,-2.86563164084,54.1238715577
296,Denmark,Belgium,3,10.0280099191,55.9812529593,4.64065113918,50.6398157556
297,Denmark,Czech Rep.,1,10.0280099191,55.9812529593,15.3124016281,49.7334123295
298,Denmark,Estonia,2,10.0280099191,55.9812529593,25.5424853656,58.6719297173
299,Denmark,Finland,9,10.0280099191,55.9812529593,26.2746656042,64.4988460349
300,Denmark,France,3,10.0280099191,55.9812529593,-2.76172944519,42.1734401107
301,Denmark,Germany,8,10.0280099191,55.9812529593,10.385780508,51.1069818075
302,Denmark,Hungary,8,10.0280099191,55.9812529593,19.3955911607,47.1627750614
303,Denmark,Iceland,1,10.0280099191,55.9812529593,-18.5739616708,64.9957538607
304,Denmark,Italy,10,10.0280099191,55.9812529593,12.0700133907,42.796626414
305,Denmark,Japan,3,10.0280099191,55.9812529593,138.030895577,37.592301353
306,Denmark,Latvia,1,10.0280099191,55.9812529593,24.9123598332,56.8508516268
307,Denmark,Netherlands,7,10.0280099191,55.9812529593,5.28144793007,52.1007899002
308,Denmark,Slovenia,1,10.0280099191,55.9812529593,14.8044423776,46.1155477207
309,Denmark,Spain,1,10.0280099191,55.9812529593,-3.64755047323,40.2444869811
310,Denmark,Sweden,29,10.0280099191,55.9812529593,16.7455804869,62.7796651931
311,Denmark,United Kingdom,2,10.0280099191,55.9812529593,-2.86563164084,54.1238715577
312,Dominican Rep.,Belgium,7,-70.5056889612,18.8943308233,4.64065113918,50.6398157556
313,Dominican Rep.,France,13,-70.5056889612,18.8943308233,-2.76172944519,42.1734401107
314,Dominican Rep.,Germany,9,-70.5056889612,18.8943308233,10.385780508,51.1069818075
315,Dominican Rep.,Italy,3,-70.5056889612,18.8943308233,12.0700133907,42.796626414
316,Dominican Rep.,Netherlands,5,-70.5056889612,18.8943308233,5.28144793007,52.1007899002
317,Dominican Rep.,Portugal,1,-70.5056889612,18.8943308233,-8.50104361268,39.5955067145
318,Dominican Rep.,Spain,3,-70.5056889612,18.8943308233,-3.64755047323,40.2444869811
319,Dominican Rep.,Sweden,1,-70.5056889612,18.8943308233,16.7455804869,62.7796651931
320,Dominican Rep.,Switzerland,2,-70.5056889612,18.8943308233,8.20867470615,46.7978587836
321,Dominican Rep.,United Kingdom,10,-70.5056889612,18.8943308233,-2.86563164084,54.1238715577
322,Ecuador,Belgium,3,-78.752019225,-1.42381612488,4.64065113918,50.6398157556
323,Ecuador,Croatia,1,-78.752019225,-1.42381612488,16.404128994,45.0804763057
324,Ecuador,Denmark,1,-78.752019225,-1.42381612488,10.0280099191,55.9812529593
325,Ecuador,Finland,1,-78.752019225,-1.42381612488,26.2746656042,64.4988460349
326,Ecuador,France,3,-78.752019225,-1.42381612488,-2.76172944519,42.1734401107
327,Ecuador,Germany,3,-78.752019225,-1.42381612488,10.385780508,51.1069818075
328,Ecuador,Greece,4,-78.752019225,-1.42381612488,22.9555579369,39.0746962307
329,Ecuador,Italy,8,-78.752019225,-1.42381612488,12.0700133907,42.796626414
330,Ecuador,Japan,44,-78.752019225,-1.42381612488,138.030895577,37.592301353
331,Ecuador,Netherlands,3,-78.752019225,-1.42381612488,5.28144793007,52.1007899002
