,Country of Origin,Notified by,number of links,x_x,y_x,x_y,y_y
1131,Spain,France,71,-3.64755047323,40.2444869811,-2.76172944519,42.1734401107
1132,Spain,Germany,24,-3.64755047323,40.2444869811,10.385780508,51.1069818075
1133,Spain,Greece,2,-3.64755047323,40.2444869811,22.9555579369,39.0746962307
1134,Spain,Hungary,3,-3.64755047323,40.2444869811,19.3955911607,47.1627750614
1135,Spain,Ireland,2,-3.64755047323,40.2444869811,-8.13793568667,53.175448704
1136,Spain,Italy,301,-3.64755047323,40.2444869811,12.0700133907,42.796626414
1137,Spain,Japan,38,-3.64755047323,40.2444869811,138.030895577,37.592301353
1138,Spain,Lithuania,3,-3.64755047323,40.2444869811,23.8871935548,55.3261098445
1139,Spain,Luxembourg,3,-3.64755047323,40.2444869811,6.07182201066,49.7672536068
1140,Spain,Malta,3,-3.64755047323,40.2444869811,14.4052331643,35.9214963221
1141,Spain,Netherlands,21,-3.64755047323,40.2444869811,5.28144793007,52.1007899002
1142,Spain,Norway,2,-3.64755047323,40.2444869811,15.3483465622,68.7501557205
1143,Spain,Poland,7,-3.64755047323,40.2444869811,19.3901283493,52.1275956442
1144,Spain,Portugal,17,-3.64755047323,40.2444869811,-8.50104361268,39.5955067145
1145,Spain,Romania,3,-3.64755047323,40.2444869811,24.9729303933,45.8524312742
1146,Spain,Slovakia,1,-3.64755047323,40.2444869811,19.4790521811,48.7054752813
1147,Spain,Slovenia,1,-3.64755047323,40.2444869811,14.8044423776,46.1155477207
1148,Spain,Sweden,22,-3.64755047323,40.2444869811,16.7455804869,62.7796651931
1149,Spain,Switzerland,6,-3.64755047323,40.2444869811,8.20867470615,46.7978587836
1150,Spain,United Kingdom,4,-3.64755047323,40.2444869811,-2.86563164084,54.1238715577
1151,Spain,United States,3,-3.64755047323,40.2444869811,-112.4616737,45.6795472026
1152,Sri Lanka,Australia,1,80.7010823782,7.61266509224,134.491000082,-25.7328870417
1153,Sri Lanka,Denmark,4,80.7010823782,7.61266509224,10.0280099191,55.9812529593
1154,Sri Lanka,Finland,3,80.7010823782,7.61266509224,26.2746656042,64.4988460349
1155,Sri Lanka,France,6,80.7010823782,7.61266509224,-2.76172944519,42.1734401107
1156,Sri Lanka,Germany,2,80.7010823782,7.61266509224,10.385780508,51.1069818075
1157,Sri Lanka,Italy,10,80.7010823782,7.61266509224,12.0700133907,42.796626414
1158,Sri Lanka,Japan,11,80.7010823782,7.61266509224,138.030895577,37.592301353
1159,Sri Lanka,Netherlands,3,80.7010823782,7.61266509224,5.28144793007,52.1007899002
1160,Sri Lanka,Norway,2,80.7010823782,7.61266509224,15.3483465622,68.7501557205
1161,Sri Lanka,Poland,1,80.7010823782,7.61266509224,19.3901283493,52.1275956442
1162,Sri Lanka,Portugal,1,80.7010823782,7.61266509224,-8.50104361268,39.5955067145
1163,Sri Lanka,Slovenia,1,80.7010823782,7.61266509224,14.8044423776,46.1155477207
1164,Sri Lanka,Spain,1,80.7010823782,7.61266509224,-3.64755047323,40.2444869811
1165,Sri Lanka,Switzerland,7,80.7010823782,7.61266509224,8.20867470615,46.7978587836
1166,Sri Lanka,United Kingdom,7,80.7010823782,7.61266509224,-2.86563164084,54.1238715577
1167,Sudan,Belgium,3,29.9404681199,15.9903566856,4.64065113918,50.6398157556
1168,Sudan,France,1,29.9404681199,15.9903566856,-2.76172944519,42.1734401107
1169,Sudan,Germany,1,29.9404681199,15.9903566856,10.385780508,51.1069818075
1170,Sudan,Greece,180,29.9404681199,15.9903566856,22.9555579369,39.0746962307
1171,Sudan,Italy,2,29.9404681199,15.9903566856,12.0700133907,42.796626414
1172,Sudan,Japan,1,29.9404681199,15.9903566856,138.030895577,37.592301353
1173,Sudan,Malta,2,29.9404681199,15.9903566856,14.4052331643,35.9214963221
1174,Sudan,Netherlands,2,29.9404681199,15.9903566856,5.28144793007,52.1007899002
1175,Sudan,Poland,7,29.9404681199,15.9903566856,19.3901283493,52.1275956442
1176,Suriname,France,1,-55.9123456951,4.1305541299,-2.76172944519,42.1734401107
1177,Suriname,Netherlands,5,-55.9123456951,4.1305541299,5.28144793007,52.1007899002
1178,Swaziland,Germany,1,31.4819369011,-26.5584304502,10.385780508,51.1069818075
1179,Sweden,Belgium,1,16.7455804869,62.7796651931,4.64065113918,50.6398157556
1180,Sweden,Czech Rep.,1,16.7455804869,62.7796651931,15.3124016281,49.7334123295
1181,Sweden,Denmark,15,16.7455804869,62.7796651931,10.0280099191,55.9812529593
1182,Sweden,Estonia,1,16.7455804869,62.7796651931,25.5424853656,58.6719297173
1183,Sweden,Finland,4,16.7455804869,62.7796651931,26.2746656042,64.4988460349
1184,Sweden,Germany,3,16.7455804869,62.7796651931,10.385780508,51.1069818075
1185,Sweden,Ireland,1,16.7455804869,62.7796651931,-8.13793568667,53.175448704
1186,Sweden,Israel,1,16.7455804869,62.7796651931,35.0044469277,31.4611010118
1187,Sweden,Italy,1,16.7455804869,62.7796651931,12.0700133907,42.796626414
1188,Sweden,Japan,1,16.7455804869,62.7796651931,138.030895577,37.592301353
1189,Sweden,Lithuania,1,16.7455804869,62.7796651931,23.8871935548,55.3261098445
1190,Sweden,Netherlands,2,16.7455804869,62.7796651931,5.28144793007,52.1007899002
1191,Sweden,Norway,8,16.7455804869,62.7796651931,15.3483465622,68.7501557205
1192,Sweden,Poland,2,16.7455804869,62.7796651931,19.3901283493,52.1275956442
1193,Sweden,Spain,4,16.7455804869,62.7796651931,-3.64755047323,40.2444869811
1194,Sweden,United Kingdom,2,16.7455804869,62.7796651931,-2.86563164084,54.1238715577
1195,Switzerland,Austria,5,8.20867470615,46.7978587836,14.1264760996,47.585494392
1196,Switzerland,Czech Rep.,1,8.20867470615,46.7978587836,15.3124016281,49.7334123295
1197,Switzerland,Denmark,2,8.20867470615,46.7978587836,10.0280099191,55.9812529593
1198,Switzerland,France,1,8.20867470615,46.7978587836,-2.76172944519,42.1734401107
1199,Switzerland,Germany,8,8.20867470615,46.7978587836,10.385780508,51.1069818075
1200,Switzerland,Italy,1,8.20867470615,46.7978587836,12.0700133907,42.796626414
1201,Switzerland,Japan,4,8.20867470615,46.7978587836,138.030895577,37.592301353
1202,Switzerland,Poland,1,8.20867470615,46.7978587836,19.3901283493,52.1275956442
1203,Switzerland,Spain,1,8.20867470615,46.7978587836,-3.64755047323,40.2444869811
1204,Switzerland,Sweden,2,8.20867470615,46.7978587836,16.7455804869,62.7796651931
1205,Switzerland,United States,1,8.20867470615,46.7978587836,-112.4616737,45.6795472026
1206,Syria,Canada,1,38.5078820425,35.025473894,-98.3077702819,61.3620632437
1207,Syria,Cyprus,5,38.5078820425,35.025473894,33.0060021957,34.916672112
1208,Syria,Denmark,1,38.5078820425,35.025473894,10.0280099191,55.9812529593
1209,Syria,Germany,15,38.5078820425,35.025473894,10.385780508,51.1069818075
1210,Syria,Malta,3,38.5078820425,35.025473894,14.4052331643,35.9214963221
1211,Syria,Netherlands,1,38.5078820425,35.025473894,5.28144793007,52.1007899002
1212,Syria,Spain,5,38.5078820425,35.025473894,-3.64755047323,40.2444869811
1213,Syria,Sweden,7,38.5078820425,35.025473894,16.7455804869,62.7796651931
1214,Syria,United Kingdom,1,38.5078820425,35.025473894,-2.86563164084,54.1238715577
1215,Taiwan,Belgium,2,120.954272814,23.753992795,4.64065113918,50.6398157556
1216,Taiwan,Czech Rep.,2,120.954272814,23.753992795,15.3124016281,49.7334123295
1217,Taiwan,Finland,7,120.954272814,23.753992795,26.2746656042,64.4988460349
1218,Taiwan,Germany,3,120.954272814,23.753992795,10.385780508,51.1069818075
1219,Taiwan,Hong Kong,1,120.954272814,23.753992795,114.113804542,22.3982773723
1220,Taiwan,Italy,3,120.954272814,23.753992795,12.0700133907,42.796626414
1221,Taiwan,Japan,40,120.954272814,23.753992795,138.030895577,37.592301353
1222,Taiwan,Netherlands,2,120.954272814,23.753992795,5.28144793007,52.1007899002
1223,Taiwan,Poland,1,120.954272814,23.753992795,19.3901283493,52.1275956442
1224,Taiwan,Portugal,1,120.954272814,23.753992795,-8.50104361268,39.5955067145
1225,Taiwan,Spain,1,120.954272814,23.753992795,-3.64755047323,40.2444869811
1226,Taiwan,United Kingdom,4,120.954272814,23.753992795,-2.86563164084,54.1238715577
1227,Tajikistan,Italy,1,71.0136263091,38.5304538963,12.0700133907,42.796626414
1228,Tajikistan,Japan,2,71.0136263091,38.5304538963,138.030895577,37.592301353
1229,Tanzania,Germany,2,34.8130998093,-6.27565408332,10.385780508,51.1069818075
1230,Tanzania,Greece,1,34.8130998093,-6.27565408332,22.9555579369,39.0746962307
1231,Tanzania,Italy,1,34.8130998093,-6.27565408332,12.0700133907,42.796626414
1232,Tanzania,Japan,8,34.8130998093,-6.27565408332,138.030895577,37.592301353
1233,Thailand,Australia,3,101.002881304,15.1181579418,134.491000082,-25.7328870417
1234,Thailand,Austria,2,101.002881304,15.1181579418,14.1264760996,47.585494392
1235,Thailand,Belgium,12,101.002881304,15.1181579418,4.64065113918,50.6398157556
1236,Thailand,Croatia,2,101.002881304,15.1181579418,16.404128994,45.0804763057
1237,Thailand,Cyprus,1,101.002881304,15.1181579418,33.0060021957,34.916672112
1238,Thailand,Czech Rep.,3,101.002881304,15.1181579418,15.3124016281,49.7334123295
1239,Thailand,Denmark,24,101.002881304,15.1181579418,10.0280099191,55.9812529593
1240,Thailand,Finland,20,101.002881304,15.1181579418,26.2746656042,64.4988460349
1241,Thailand,France,3,101.002881304,15.1181579418,-2.76172944519,42.1734401107
1242,Thailand,Germany,30,101.002881304,15.1181579418,10.385780508,51.1069818075
1243,Thailand,Greece,1,101.002881304,15.1181579418,22.9555579369,39.0746962307
1244,Thailand,Ireland,4,101.002881304,15.1181579418,-8.13793568667,53.175448704
1245,Thailand,Italy,22,101.002881304,15.1181579418,12.0700133907,42.796626414
1246,Thailand,Japan,163,101.002881304,15.1181579418,138.030895577,37.592301353
1247,Thailand,Latvia,1,101.002881304,15.1181579418,24.9123598332,56.8508516268
1248,Thailand,Lithuania,4,101.002881304,15.1181579418,23.8871935548,55.3261098445
1249,Thailand,Luxembourg,1,101.002881304,15.1181579418,6.07182201066,49.7672536068
1250,Thailand,Netherlands,26,101.002881304,15.1181579418,5.28144793007,52.1007899002
1251,Thailand,New Zealand,1,101.002881304,15.1181579418,171.484923466,-41.811135569
1252,Thailand,Norway,14,101.002881304,15.1181579418,15.3483465622,68.7501557205
1253,Thailand,Poland,4,101.002881304,15.1181579418,19.3901283493,52.1275956442
1254,Thailand,Portugal,1,101.002881304,15.1181579418,-8.50104361268,39.5955067145
1255,Thailand,Romania,1,101.002881304,15.1181579418,24.9729303933,45.8524312742
1256,Thailand,Slovenia,1,101.002881304,15.1181579418,14.8044423776,46.1155477207
1257,Thailand,Spain,7,101.002881304,15.1181579418,-3.64755047323,40.2444869811
1258,Thailand,Sweden,17,101.002881304,15.1181579418,16.7455804869,62.7796651931
1259,Thailand,Switzerland,11,101.002881304,15.1181579418,8.20867470615,46.7978587836
1260,Thailand,United Kingdom,49,101.002881304,15.1181579418,-2.86563164084,54.1238715577
1261,Trinidad and Tobago,United Kingdom,1,-61.2656792335,10.457334081,-2.86563164084,54.1238715577
1262,Tunisia,Belgium,2,9.55288358933,34.1195624649,4.64065113918,50.6398157556
1263,Tunisia,France,7,9.55288358933,34.1195624649,-2.76172944519,42.1734401107
1264,Tunisia,Germany,1,9.55288358933,34.1195624649,10.385780508,51.1069818075
1265,Tunisia,Greece,1,9.55288358933,34.1195624649,22.9555579369,39.0746962307
1266,Tunisia,Ireland,1,9.55288358933,34.1195624649,-8.13793568667,53.175448704
1267,Tunisia,Italy,37,9.55288358933,34.1195624649,12.0700133907,42.796626414
1268,Tunisia,Japan,1,9.55288358933,34.1195624649,138.030895577,37.592301353
1269,Tunisia,Malta,2,9.55288358933,34.1195624649,14.4052331643,35.9214963221
1270,Tunisia,Slovakia,1,9.55288358933,34.1195624649,19.4790521811,48.7054752813
1271,Tunisia,Spain,1,9.55288358933,34.1195624649,-3.64755047323,40.2444869811
1272,Tunisia,United States,1,9.55288358933,34.1195624649,-112.4616737,45.6795472026
1273,Turkey,Austria,2,35.1689534649,39.0616029013,14.1264760996,47.585494392
1274,Turkey,Belgium,12,35.1689534649,39.0616029013,4.64065113918,50.6398157556
1275,Turkey,Bulgaria,359,35.1689534649,39.0616029013,25.2155290863,42.7689031797
1276,Turkey,Canada,1,35.1689534649,39.0616029013,-98.3077702819,61.3620632437
1277,Turkey,Croatia,4,35.1689534649,39.0616029013,16.404128994,45.0804763057
1278,Turkey,Cyprus,2,35.1689534649,39.0616029013,33.0060021957,34.916672112
1279,Turkey,Czech Rep.,4,35.1689534649,39.0616029013,15.3124016281,49.7334123295
1280,Turkey,Denmark,15,35.1689534649,39.0616029013,10.0280099191,55.9812529593
1281,Turkey,Estonia,2,35.1689534649,39.0616029013,25.5424853656,58.6719297173
1282,Turkey,Finland,3,35.1689534649,39.0616029013,26.2746656042,64.4988460349
1283,Turkey,France,46,35.1689534649,39.0616029013,-2.76172944519,42.1734401107
1284,Turkey,Germany,96,35.1689534649,39.0616029013,10.385780508,51.1069818075
1285,Turkey,Greece,27,35.1689534649,39.0616029013,22.9555579369,39.0746962307
1286,Turkey,Hungary,5,35.1689534649,39.0616029013,19.3955911607,47.1627750614
1287,Turkey,Ireland,1,35.1689534649,39.0616029013,-8.13793568667,53.175448704
1288,Turkey,Italy,47,35.1689534649,39.0616029013,12.0700133907,42.796626414
1289,Turkey,Japan,7,35.1689534649,39.0616029013,138.030895577,37.592301353
1290,Turkey,Latvia,4,35.1689534649,39.0616029013,24.9123598332,56.8508516268
1291,Turkey,Lithuania,1,35.1689534649,39.0616029013,23.8871935548,55.3261098445
1292,Turkey,Luxembourg,1,35.1689534649,39.0616029013,6.07182201066,49.7672536068
1293,Turkey,Malta,8,35.1689534649,39.0616029013,14.4052331643,35.9214963221
1294,Turkey,Netherlands,22,35.1689534649,39.0616029013,5.28144793007,52.1007899002
1295,Turkey,Norway,11,35.1689534649,39.0616029013,15.3483465622,68.7501557205
1296,Turkey,Poland,7,35.1689534649,39.0616029013,19.3901283493,52.1275956442
1297,Turkey,Portugal,2,35.1689534649,39.0616029013,-8.50104361268,39.5955067145
1298,Turkey,Romania,7,35.1689534649,39.0616029013,24.9729303933,45.8524312742
1299,Turkey,Slovakia,9,35.1689534649,39.0616029013,19.4790521811,48.7054752813
1300,Turkey,Slovenia,7,35.1689534649,39.0616029013,14.8044423776,46.1155477207
1301,Turkey,Spain,29,35.1689534649,39.0616029013,-3.64755047323,40.2444869811
1302,Turkey,Sweden,9,35.1689534649,39.0616029013,16.7455804869,62.7796651931
1303,Turkey,Switzerland,13,35.1689534649,39.0616029013,8.20867470615,46.7978587836
1304,Turkey,United Kingdom,57,35.1689534649,39.0616029013,-2.86563164084,54.1238715577
1305,Turkey,United States,22,35.1689534649,39.0616029013,-112.4616737,45.6795472026
1306,Uganda,Belgium,4,32.3690797137,1.27469298731,4.64065113918,50.6398157556
1307,Uganda,Denmark,1,32.3690797137,1.27469298731,10.0280099191,55.9812529593
1308,Uganda,Finland,1,32.3690797137,1.27469298731,26.2746656042,64.4988460349
1309,Uganda,Germany,14,32.3690797137,1.27469298731,10.385780508,51.1069818075
1310,Uganda,Italy,8,32.3690797137,1.27469298731,12.0700133907,42.796626414
1311,Uganda,Japan,1,32.3690797137,1.27469298731,138.030895577,37.592301353
1312,Uganda,Netherlands,21,32.3690797137,1.27469298731,5.28144793007,52.1007899002
1313,Uganda,Spain,2,32.3690797137,1.27469298731,-3.64755047323,40.2444869811
1314,Uganda,Sweden,1,32.3690797137,1.27469298731,16.7455804869,62.7796651931
1315,Uganda,Switzerland,1,32.3690797137,1.27469298731,8.20867470615,46.7978587836
1316,Uganda,United Kingdom,6,32.3690797137,1.27469298731,-2.86563164084,54.1238715577
1317,Ukraine,Austria,2,31.3832646865,48.9965667265,14.1264760996,47.585494392
1318,Ukraine,Belgium,3,31.3832646865,48.9965667265,4.64065113918,50.6398157556
1319,Ukraine,Cyprus,2,31.3832646865,48.9965667265,33.0060021957,34.916672112
1320,Ukraine,Czech Rep.,1,31.3832646865,48.9965667265,15.3124016281,49.7334123295
1321,Ukraine,Estonia,2,31.3832646865,48.9965667265,25.5424853656,58.6719297173
1322,Ukraine,Finland,2,31.3832646865,48.9965667265,26.2746656042,64.4988460349
1323,Ukraine,Germany,5,31.3832646865,48.9965667265,10.385780508,51.1069818075
1324,Ukraine,Hungary,14,31.3832646865,48.9965667265,19.3955911607,47.1627750614
1325,Ukraine,Japan,2,31.3832646865,48.9965667265,138.030895577,37.592301353
1326,Ukraine,Latvia,11,31.3832646865,48.9965667265,24.9123598332,56.8508516268
1327,Ukraine,Lithuania,9,31.3832646865,48.9965667265,23.8871935548,55.3261098445
1328,Ukraine,Poland,29,31.3832646865,48.9965667265,19.3901283493,52.1275956442
1329,Ukraine,Portugal,3,31.3832646865,48.9965667265,-8.50104361268,39.5955067145
1330,Ukraine,Slovakia,3,31.3832646865,48.9965667265,19.4790521811,48.7054752813
1331,Ukraine,Spain,2,31.3832646865,48.9965667265,-3.64755047323,40.2444869811
1332,Ukraine,Sweden,2,31.3832646865,48.9965667265,16.7455804869,62.7796651931
1333,United Arab Emirates,Austria,1,54.3001671016,23.9052818785,14.1264760996,47.585494392
1334,United Arab Emirates,Netherlands,1,54.3001671016,23.9052818785,5.28144793007,52.1007899002
1335,United Arab Emirates,Norway,1,54.3001671016,23.9052818785,15.3483465622,68.7501557205
1336,United Arab Emirates,United Kingdom,3,54.3001671016,23.9052818785,-2.86563164084,54.1238715577
1337,United Kingdom,Austria,2,-2.86563164084,54.1238715577,14.1264760996,47.585494392
1338,United Kingdom,Belgium,3,-2.86563164084,54.1238715577,4.64065113918,50.6398157556
1339,United Kingdom,Canada,14,-2.86563164084,54.1238715577,-98.3077702819,61.3620632437
1340,United Kingdom,Croatia,7,-2.86563164084,54.1238715577,16.404128994,45.0804763057
1341,United Kingdom,Cyprus,2,-2.86563164084,54.1238715577,33.0060021957,34.916672112
1342,United Kingdom,Czech Rep.,2,-2.86563164084,54.1238715577,15.3124016281,49.7334123295
1343,United Kingdom,Denmark,11,-2.86563164084,54.1238715577,10.0280099191,55.9812529593
1344,United Kingdom,Estonia,1,-2.86563164084,54.1238715577,25.5424853656,58.6719297173
1345,United Kingdom,Finland,5,-2.86563164084,54.1238715577,26.2746656042,64.4988460349
1346,United Kingdom,France,17,-2.86563164084,54.1238715577,-2.76172944519,42.1734401107
1347,United Kingdom,Germany,25,-2.86563164084,54.1238715577,10.385780508,51.1069818075
1348,United Kingdom,Hong Kong,2,-2.86563164084,54.1238715577,114.113804542,22.3982773723
1349,United Kingdom,Hungary,1,-2.86563164084,54.1238715577,19.3955911607,47.1627750614
1350,United Kingdom,Iceland,4,-2.86563164084,54.1238715577,-18.5739616708,64.9957538607
1351,United Kingdom,Ireland,50,-2.86563164084,54.1238715577,-8.13793568667,53.175448704
1352,United Kingdom,Italy,25,-2.86563164084,54.1238715577,12.0700133907,42.796626414
1353,United Kingdom,Japan,8,-2.86563164084,54.1238715577,138.030895577,37.592301353
1354,United Kingdom,Latvia,1,-2.86563164084,54.1238715577,24.9123598332,56.8508516268
1355,United Kingdom,Lithuania,2,-2.86563164084,54.1238715577,23.8871935548,55.3261098445
1356,United Kingdom,Luxembourg,1,-2.86563164084,54.1238715577,6.07182201066,49.7672536068
1357,United Kingdom,Malta,3,-2.86563164084,54.1238715577,14.4052331643,35.9214963221
1358,United Kingdom,Netherlands,23,-2.86563164084,54.1238715577,5.28144793007,52.1007899002
1359,United Kingdom,Norway,4,-2.86563164084,54.1238715577,15.3483465622,68.7501557205
1360,United Kingdom,Poland,10,-2.86563164084,54.1238715577,19.3901283493,52.1275956442
1361,United Kingdom,Slovakia,3,-2.86563164084,54.1238715577,19.4790521811,48.7054752813
1362,United Kingdom,Slovenia,7,-2.86563164084,54.1238715577,14.8044423776,46.1155477207
1363,United Kingdom,Spain,22,-2.86563164084,54.1238715577,-3.64755047323,40.2444869811
1364,United Kingdom,Sweden,23,-2.86563164084,54.1238715577,16.7455804869,62.7796651931
1365,United Kingdom,Switzerland,2,-2.86563164084,54.1238715577,8.20867470615,46.7978587836
1366,United Kingdom,United States,9,-2.86563164084,54.1238715577,-112.4616737,45.6795472026
1367,United States,Australia,13,-112.4616737,45.6795472026,134.491000082,-25.7328870417
1368,United States,Austria,5,-112.4616737,45.6795472026,14.1264760996,47.585494392
1369,United States,Belgium,20,-112.4616737,45.6795472026,4.64065113918,50.6398157556
1370,United States,Bulgaria,2,-112.4616737,45.6795472026,25.2155290863,42.7689031797
1371,United States,Canada,10,-112.4616737,45.6795472026,-98.3077702819,61.3620632437
1372,United States,Cyprus,8,-112.4616737,45.6795472026,33.0060021957,34.916672112
1373,United States,Czech Rep.,9,-112.4616737,45.6795472026,15.3124016281,49.7334123295
1374,United States,Denmark,11,-112.4616737,45.6795472026,10.0280099191,55.9812529593
1375,United States,Estonia,5,-112.4616737,45.6795472026,25.5424853656,58.6719297173
1376,United States,Finland,5,-112.4616737,45.6795472026,26.2746656042,64.4988460349
1377,United States,France,25,-112.4616737,45.6795472026,-2.76172944519,42.1734401107
1378,United States,Germany,86,-112.4616737,45.6795472026,10.385780508,51.1069818075
1379,United States,Greece,25,-112.4616737,45.6795472026,22.9555579369,39.0746962307
1380,United States,Hong Kong,6,-112.4616737,45.6795472026,114.113804542,22.3982773723
1381,United States,Hungary,3,-112.4616737,45.6795472026,19.3955911607,47.1627750614
1382,United States,Ireland,17,-112.4616737,45.6795472026,-8.13793568667,53.175448704
1383,United States,Italy,10,-112.4616737,45.6795472026,12.0700133907,42.796626414
1384,United States,Japan,174,-112.4616737,45.6795472026,138.030895577,37.592301353
1385,United States,Latvia,2,-112.4616737,45.6795472026,24.9123598332,56.8508516268
1386,United States,Lithuania,20,-112.4616737,45.6795472026,23.8871935548,55.3261098445
1387,United States,Luxembourg,3,-112.4616737,45.6795472026,6.07182201066,49.7672536068
1388,United States,Malta,14,-112.4616737,45.6795472026,14.4052331643,35.9214963221
1389,United States,Netherlands,36,-112.4616737,45.6795472026,5.28144793007,52.1007899002
1390,United States,New Zealand,1,-112.4616737,45.6795472026,171.484923466,-41.811135569
1391,United States,Nigeria,2,-112.4616737,45.6795472026,8.08943894771,9.59411452233
1392,United States,Norway,28,-112.4616737,45.6795472026,15.3483465622,68.7501557205
1393,United States,Poland,35,-112.4616737,45.6795472026,19.3901283493,52.1275956442
1394,United States,Portugal,4,-112.4616737,45.6795472026,-8.50104361268,39.5955067145
1395,United States,Slovakia,5,-112.4616737,45.6795472026,19.4790521811,48.7054752813
1396,United States,Spain,26,-112.4616737,45.6795472026,-3.64755047323,40.2444869811
1397,United States,Sweden,87,-112.4616737,45.6795472026,16.7455804869,62.7796651931
1398,United States,Switzerland,9,-112.4616737,45.6795472026,8.20867470615,46.7978587836
1399,United States,United Kingdom,55,-112.4616737,45.6795472026,-2.86563164084,54.1238715577
1400,Uruguay,Finland,2,-56.0180705315,-32.7995153444,26.2746656042,64.4988460349
1401,Uruguay,Germany,11,-56.0180705315,-32.7995153444,10.385780508,51.1069818075
1402,Uruguay,Greece,1,-56.0180705315,-32.7995153444,22.9555579369,39.0746962307
1403,Uruguay,Italy,5,-56.0180705315,-32.7995153444,12.0700133907,42.796626414
1404,Uruguay,Netherlands,14,-56.0180705315,-32.7995153444,5.28144793007,52.1007899002
1405,Uruguay,Poland,1,-56.0180705315,-32.7995153444,19.3901283493,52.1275956442
1406,Uruguay,Portugal,2,-56.0180705315,-32.7995153444,-8.50104361268,39.5955067145
1407,Uruguay,Spain,7,-56.0180705315,-32.7995153444,-3.64755047323,40.2444869811
1408,Uruguay,United Kingdom,1,-56.0180705315,-32.7995153444,-2.86563164084,54.1238715577
1409,Uzbekistan,Germany,2,63.1400152805,41.7555422527,10.385780508,51.1069818075
1410,Uzbekistan,Japan,1,63.1400152805,41.7555422527,138.030895577,37.592301353
1411,Uzbekistan,Latvia,23,63.1400152805,41.7555422527,24.9123598332,56.8508516268
1412,Uzbekistan,Lithuania,3,63.1400152805,41.7555422527,23.8871935548,55.3261098445
1413,Uzbekistan,Poland,2,63.1400152805,41.7555422527,19.3901283493,52.1275956442
1414,Uzbekistan,Slovakia,1,63.1400152805,41.7555422527,19.4790521811,48.7054752813
1415,Uzbekistan,United Kingdom,3,63.1400152805,41.7555422527,-2.86563164084,54.1238715577
1416,Venezuela,France,1,-66.1818412311,7.12422421273,-2.76172944519,42.1734401107
1417,Venezuela,Italy,1,-66.1818412311,7.12422421273,12.0700133907,42.796626414
1418,Venezuela,Japan,42,-66.1818412311,7.12422421273,138.030895577,37.592301353
1419,Venezuela,Spain,9,-66.1818412311,7.12422421273,-3.64755047323,40.2444869811
1420,Venezuela,United States,2,-66.1818412311,7.12422421273,-112.4616737,45.6795472026
1421,Vietnam,Australia,2,106.299146978,16.6460167019,134.491000082,-25.7328870417
1422,Vietnam,Austria,1,106.299146978,16.6460167019,14.1264760996,47.585494392
1423,Vietnam,Belgium,14,106.299146978,16.6460167019,4.64065113918,50.6398157556
1424,Vietnam,Croatia,1,106.299146978,16.6460167019,16.404128994,45.0804763057
1425,Vietnam,Cyprus,3,106.299146978,16.6460167019,33.0060021957,34.916672112
1426,Vietnam,Czech Rep.,5,106.299146978,16.6460167019,15.3124016281,49.7334123295
1427,Vietnam,Denmark,6,106.299146978,16.6460167019,10.0280099191,55.9812529593
1428,Vietnam,Finland,4,106.299146978,16.6460167019,26.2746656042,64.4988460349
1429,Vietnam,France,23,106.299146978,16.6460167019,-2.76172944519,42.1734401107
1430,Vietnam,Germany,41,106.299146978,16.6460167019,10.385780508,51.1069818075
1431,Vietnam,Greece,1,106.299146978,16.6460167019,22.9555579369,39.0746962307
1432,Vietnam,Ireland,1,106.299146978,16.6460167019,-8.13793568667,53.175448704
1433,Vietnam,Italy,15,106.299146978,16.6460167019,12.0700133907,42.796626414
1434,Vietnam,Japan,194,106.299146978,16.6460167019,138.030895577,37.592301353
1435,Vietnam,Lithuania,3,106.299146978,16.6460167019,23.8871935548,55.3261098445
1436,Vietnam,Malta,5,106.299146978,16.6460167019,14.4052331643,35.9214963221
1437,Vietnam,Netherlands,35,106.299146978,16.6460167019,5.28144793007,52.1007899002
1438,Vietnam,Norway,8,106.299146978,16.6460167019,15.3483465622,68.7501557205
1439,Vietnam,Poland,11,106.299146978,16.6460167019,19.3901283493,52.1275956442
1440,Vietnam,Portugal,9,106.299146978,16.6460167019,-8.50104361268,39.5955067145
1441,Vietnam,Slovakia,2,106.299146978,16.6460167019,19.4790521811,48.7054752813
1442,Vietnam,Slovenia,1,106.299146978,16.6460167019,14.8044423776,46.1155477207
1443,Vietnam,Spain,11,106.299146978,16.6460167019,-3.64755047323,40.2444869811
1444,Vietnam,Sweden,6,106.299146978,16.6460167019,16.7455804869,62.7796651931
1445,Vietnam,Switzerland,12,106.299146978,16.6460167019,8.20867470615,46.7978587836
1446,Vietnam,United Kingdom,14,106.299146978,16.6460167019,-2.86563164084,54.1238715577
1447,Vietnam,United States,12,106.299146978,16.6460167019,-112.4616737,45.6795472026
1448,Yemen,Australia,1,47.5867618877,15.9092800505,134.491000082,-25.7328870417
1449,Zimbabwe,Netherlands,1,29.8514412019,-19.0042041882,5.28144793007,52.1007899002
1450,Zimbabwe,United Kingdom,1,29.8514412019,-19.0042041882,-2.86563164084,54.1238715577
